k_true,param,sampler,metric,min,q1,mean,median,q3,max,n_sim
1,Price,HMC,KL,inf,,inf,inf,,inf,5.0
1,Price,bayesm,JSD,0.00425,0.00549,0.00603,0.00555,0.00574,0.0091,5.0
1,Price,Replication,JSD,0.00442,0.00527,0.00562,0.00537,0.00548,0.00758,5.0
1,Price,NUTS,JSD,0.00263,0.00463,0.0056,0.00567,0.00664,0.00842,4.0
1,Price,HMC,JSD,0.00405,0.00452,0.00561,0.00504,0.00601,0.00844,5.0
1,Price,bayesm,TVD,0.03157,0.03178,0.04333,0.04341,0.04354,0.06633,5.0
1,Price,Replication,TVD,0.02973,0.03284,0.04288,0.04527,0.04607,0.06051,5.0
1,Price,NUTS,TVD,0.02702,0.02856,0.04306,0.03835,0.05285,0.06851,4.0
1,Price,HMC,TVD,0.02419,0.03063,0.03985,0.03201,0.0497,0.06272,5.0
1,Price,bayesm,Wasserstein1,0.16323,0.22389,0.24663,0.2713,0.27848,0.29626,5.0
1,Price,Replication,Wasserstein1,0.1587,0.22276,0.24958,0.25786,0.29279,0.31577,5.0
1,Price,NUTS,Wasserstein1,0.1992,0.26386,0.30466,0.31244,0.35323,0.39457,4.0
1,Price,HMC,Wasserstein1,0.24408,0.2778,0.28501,0.27867,0.28339,0.34113,5.0
2,Alt1,bayesm,Hellinger,0.07134,0.09636,0.11504,0.11136,0.11549,0.18067,5.0
2,Alt1,Replication,Hellinger,0.07018,0.09704,0.11495,0.10675,0.11836,0.18241,5.0
2,Alt1,NUTS,Hellinger,0.03568,0.03785,0.06891,0.04001,0.08553,0.13105,3.0
2,Alt1,HMC,Hellinger,0.05143,0.07615,0.12318,0.10136,0.10895,0.27802,5.0
2,Alt1,bayesm,KL,inf,,inf,inf,,inf,5.0
2,Alt1,Replication,KL,inf,,inf,inf,,inf,5.0
2,Alt1,NUTS,KL,0.26938,0.43431,inf,0.59924,,inf,3.0
2,Alt1,HMC,KL,0.57961,1.28113,inf,1.42506,,inf,5.0
2,Alt1,bayesm,JSD,0.00406,0.00693,0.01251,0.01067,0.01161,0.02926,5.0
2,Alt1,Replication,JSD,0.00395,0.00704,0.01254,0.00995,0.01202,0.02974,5.0
2,Alt1,NUTS,JSD,0.0009,0.00114,0.005,0.00137,0.00705,0.01273,3.0
2,Alt1,HMC,JSD,0.00191,0.00428,0.01835,0.0089,0.00913,0.06753,5.0
2,Alt1,bayesm,TVD,0.03864,0.05295,0.08082,0.07158,0.09561,0.14533,5.0
2,Alt1,Replication,TVD,0.04057,0.05159,0.08208,0.07211,0.09609,0.15002,5.0
2,Alt1,NUTS,TVD,0.0026,0.01745,0.02649,0.03231,0.03843,0.04456,3.0
2,Alt1,HMC,TVD,0.00955,0.03258,0.08297,0.06751,0.06949,0.23574,5.0
2,Alt1,bayesm,Wasserstein1,0.17542,0.28577,0.39341,0.35901,0.52199,0.62485,5.0
2,Alt1,Replication,Wasserstein1,0.16755,0.27657,0.36521,0.36067,0.36715,0.6541,5.0
2,Alt1,NUTS,Wasserstein1,0.08293,0.1338,0.25162,0.18466,0.33596,0.48726,3.0
2,Alt1,HMC,Wasserstein1,0.20293,0.4754,0.88833,0.48128,1.09565,2.18639,5.0
2,Alt2,bayesm,Hellinger,0.07804,0.08985,0.08856,0.09004,0.09104,0.09385,5.0
2,Alt2,Replication,Hellinger,0.07548,0.08917,0.08882,0.08994,0.09429,0.0952,5.0
2,Alt2,NUTS,Hellinger,0.04734,0.04758,0.05183,0.04782,0.05408,0.06034,3.0
2,Alt2,HMC,Hellinger,0.06791,0.07477,0.08259,0.08239,0.09278,0.09512,5.0
2,Alt2,bayesm,KL,inf,,inf,inf,,inf,5.0
2,Alt2,Replication,KL,inf,,inf,inf,,inf,5.0
2,Alt2,NUTS,KL,0.24808,,inf,inf,,inf,3.0
2,Alt2,HMC,KL,2.17108,,inf,inf,,inf,5.0
2,Alt2,bayesm,JSD,0.00483,0.0063,0.00632,0.00669,0.00675,0.00702,5.0
2,Alt2,Replication,JSD,0.00451,0.00642,0.00637,0.00686,0.00702,0.00706,5.0
2,Alt2,NUTS,JSD,0.00197,0.00203,0.00242,0.00209,0.00264,0.0032,3.0
2,Alt2,HMC,JSD,0.00367,0.0045,0.00546,0.00522,0.00609,0.00781,5.0
2,Alt2,bayesm,TVD,0.04728,0.05031,0.05755,0.05351,0.06493,0.07173,5.0
2,Alt2,Replication,TVD,0.04612,0.0501,0.05746,0.05321,0.06502,0.07283,5.0
2,Alt2,NUTS,TVD,0.03256,0.03313,0.03845,0.0337,0.0414,0.04909,3.0
2,Alt2,HMC,TVD,0.02474,0.0406,0.0515,0.04676,0.05272,0.09267,5.0
2,Alt2,bayesm,Wasserstein1,0.17684,0.1853,0.2571,0.27488,0.29537,0.3531,5.0
2,Alt2,Replication,Wasserstein1,0.17177,0.1814,0.24365,0.22207,0.30262,0.3404,5.0
2,Alt2,NUTS,Wasserstein1,0.13477,0.13932,0.14223,0.14387,0.14597,0.14806,3.0
2,Alt2,HMC,Wasserstein1,0.2541,0.36954,0.40152,0.38314,0.46612,0.53472,5.0
2,Alt3,bayesm,Hellinger,0.0758,0.08845,0.11758,0.09967,0.10621,0.21779,5.0
2,Alt3,Replication,Hellinger,0.08224,0.08827,0.12053,0.09887,0.10966,0.2236,5.0
2,Alt3,NUTS,Hellinger,0.04507,0.05583,0.11043,0.06659,0.14311,0.21962,3.0
2,Alt3,HMC,Hellinger,0.06962,0.08192,0.11246,0.08819,0.09221,0.23034,5.0
2,Alt3,bayesm,KL,inf,,inf,inf,,inf,5.0
2,Alt3,Replication,KL,inf,,inf,inf,,inf,5.0
2,Alt3,NUTS,KL,0.13783,0.20108,inf,0.26434,,inf,3.0
2,Alt3,HMC,KL,0.87608,,inf,inf,,inf,5.0
2,Alt3,bayesm,JSD,0.00437,0.00603,0.01401,0.00866,0.00919,0.04178,5.0
2,Alt3,Replication,JSD,0.00507,0.00609,0.01469,0.00845,0.00976,0.0441,5.0
2,Alt3,NUTS,JSD,0.00171,0.00298,0.01581,0.00425,0.02286,0.04147,3.0
2,Alt3,HMC,JSD,0.00376,0.00514,0.014,0.00669,0.00768,0.04674,5.0
2,Alt3,bayesm,TVD,0.02728,0.05393,0.08163,0.06061,0.0776,0.18871,5.0
2,Alt3,Replication,TVD,0.0297,0.05622,0.08185,0.06573,0.07659,0.18103,5.0
2,Alt3,NUTS,TVD,0.02304,0.04558,0.07747,0.06811,0.10468,0.14125,3.0
2,Alt3,HMC,TVD,0.03372,0.04287,0.08269,0.06106,0.07724,0.19854,5.0
2,Alt3,bayesm,Wasserstein1,0.21276,0.25937,0.35559,0.36657,0.43164,0.50763,5.0
2,Alt3,Replication,Wasserstein1,0.23492,0.24982,0.35595,0.29131,0.4648,0.53889,5.0
2,Alt3,NUTS,Wasserstein1,0.10742,0.15507,0.24965,0.20273,0.32077,0.43881,3.0
2,Alt3,HMC,Wasserstein1,0.22822,0.29319,0.3847,0.31826,0.52105,0.5628,5.0
2,Price,bayesm,Hellinger,0.08044,0.08089,0.09248,0.09271,0.101,0.10734,5.0
2,Price,Replication,Hellinger,0.07964,0.07991,0.08838,0.08417,0.09033,0.10783,5.0
2,Price,NUTS,Hellinger,0.05904,0.06483,0.07554,0.07061,0.08379,0.09697,3.0
2,Price,HMC,Hellinger,0.0655,0.06656,0.0828,0.08205,0.09097,0.1089,5.0
2,Price,bayesm,KL,0.6518,,inf,inf,,inf,5.0
2,Price,Replication,KL,inf,,inf,inf,,inf,5.0
2,Price,NUTS,KL,inf,,inf,inf,,inf,3.0
2,Price,HMC,KL,inf,,inf,inf,,inf,5.0
2,Price,bayesm,JSD,0.00481,0.0049,0.00714,0.00779,0.00808,0.01012,5.0
2,Price,Replication,JSD,0.00476,0.00476,0.00664,0.00589,0.00735,0.01043,5.0
2,Price,NUTS,JSD,0.00322,0.00402,0.00564,0.00483,0.00686,0.00888,3.0
2,Price,HMC,JSD,0.00328,0.00334,0.00612,0.00552,0.00751,0.01096,5.0
2,Price,bayesm,TVD,0.03765,0.03827,0.06119,0.06269,0.08289,0.08444,5.0
2,Price,Replication,TVD,0.03703,0.03887,0.06271,0.06325,0.08221,0.09218,5.0
2,Price,NUTS,TVD,0.05985,0.06501,0.06889,0.07016,0.07341,0.07666,3.0
2,Price,HMC,TVD,0.03244,0.03486,0.06207,0.05593,0.08502,0.10208,5.0
2,Price,bayesm,Wasserstein1,0.14388,0.27118,0.33453,0.28198,0.44662,0.52898,5.0
2,Price,Replication,Wasserstein1,0.16962,0.22458,0.31251,0.22922,0.44064,0.49851,5.0
2,Price,NUTS,Wasserstein1,0.16765,0.21356,0.25626,0.25948,0.30056,0.34164,3.0
2,Price,HMC,Wasserstein1,0.16152,0.21158,0.35894,0.27623,0.5195,0.62588,5.0
3,Alt1,bayesm,Hellinger,0.08625,0.09456,0.11481,0.11017,0.1294,0.15365,5.0
3,Alt1,Replication,Hellinger,0.08184,0.088,0.10902,0.09565,0.12424,0.15535,5.0
3,Alt1,NUTS,Hellinger,0.10287,0.10804,0.14751,0.13893,0.15483,0.23289,5.0
3,Alt1,HMC,Hellinger,0.07474,0.09258,0.12211,0.1341,0.14881,0.16033,5.0
3,Alt1,bayesm,KL,inf,,inf,inf,,inf,5.0
3,Alt1,Replication,KL,inf,,inf,inf,,inf,5.0
3,Alt1,NUTS,KL,0.89912,0.91952,1.37325,0.9346,2.04928,2.06373,5.0
3,Alt1,HMC,KL,0.44255,0.70946,inf,0.85664,,inf,5.0
3,Alt1,bayesm,JSD,0.00595,0.0068,0.01162,0.01028,0.01403,0.02104,5.0
3,Alt1,Replication,JSD,0.00555,0.0061,0.01083,0.00779,0.01316,0.02153,5.0
3,Alt1,NUTS,JSD,0.00756,0.00981,0.02073,0.01706,0.02118,0.04804,5.0
3,Alt1,HMC,JSD,0.00437,0.00788,0.01397,0.01594,0.01836,0.02331,5.0
3,Alt1,bayesm,TVD,0.04108,0.05787,0.07933,0.07758,0.07965,0.14046,5.0
3,Alt1,Replication,TVD,0.04958,0.05173,0.07984,0.07389,0.0842,0.13979,5.0
3,Alt1,NUTS,TVD,0.02185,0.10663,0.11893,0.10983,0.16551,0.19083,5.0
3,Alt1,HMC,TVD,0.04467,0.08195,0.10783,0.11942,0.12266,0.17046,5.0
3,Alt1,bayesm,Wasserstein1,0.24626,0.31561,0.4154,0.4507,0.49011,0.57434,5.0
3,Alt1,Replication,Wasserstein1,0.24193,0.30152,0.39675,0.40735,0.4334,0.59954,5.0
3,Alt1,NUTS,Wasserstein1,0.71327,0.94076,1.03164,0.99161,1.17248,1.34006,5.0
3,Alt1,HMC,Wasserstein1,0.34937,0.59708,0.87879,0.78682,1.20499,1.45569,5.0
3,Alt2,bayesm,Hellinger,0.07283,0.09142,0.09479,0.0927,0.10381,0.11319,5.0
3,Alt2,Replication,Hellinger,0.07074,0.07228,0.08814,0.09038,0.10364,0.10365,5.0
3,Alt2,NUTS,Hellinger,0.07042,0.07332,0.08903,0.07358,0.10964,0.11819,5.0
3,Alt2,HMC,Hellinger,0.06271,0.07126,0.08543,0.08165,0.08564,0.12591,5.0
3,Alt2,bayesm,KL,inf,,inf,inf,,inf,5.0
3,Alt2,Replication,KL,inf,,inf,inf,,inf,5.0
3,Alt2,NUTS,KL,0.40484,1.03716,inf,1.21144,,inf,5.0
3,Alt2,HMC,KL,1.13088,,inf,inf,,inf,5.0
3,Alt2,bayesm,JSD,0.0048,0.00664,0.00767,0.00692,0.00923,0.01076,5.0
3,Alt2,Replication,JSD,0.00431,0.00454,0.00681,0.00662,0.00914,0.00943,5.0
3,Alt2,NUTS,JSD,0.00426,0.0046,0.00721,0.00475,0.01037,0.01208,5.0
3,Alt2,HMC,JSD,0.0031,0.00436,0.00668,0.00613,0.00613,0.0137,5.0
3,Alt2,bayesm,TVD,0.0502,0.06121,0.06912,0.06547,0.0787,0.09003,5.0
3,Alt2,Replication,TVD,0.04523,0.05666,0.06708,0.06647,0.07632,0.09074,5.0
3,Alt2,NUTS,TVD,0.03936,0.04408,0.06939,0.07184,0.09536,0.09632,5.0
3,Alt2,HMC,TVD,0.02487,0.05591,0.05742,0.05907,0.06293,0.08432,5.0
3,Alt2,bayesm,Wasserstein1,0.21687,0.22489,0.32488,0.32125,0.42513,0.43628,5.0
3,Alt2,Replication,Wasserstein1,0.17496,0.22478,0.29115,0.28321,0.32139,0.45142,5.0
3,Alt2,NUTS,Wasserstein1,0.28223,0.34061,0.44577,0.42877,0.54224,0.63502,5.0
3,Alt2,HMC,Wasserstein1,0.29511,0.30274,0.36352,0.37254,0.37936,0.46784,5.0
3,Alt3,bayesm,Hellinger,0.10002,0.11692,0.14269,0.12045,0.16687,0.20919,5.0
3,Alt3,Replication,Hellinger,0.08673,0.09365,0.13305,0.10647,0.16996,0.20842,5.0
3,Alt3,NUTS,Hellinger,0.08641,0.10348,0.13671,0.1159,0.16577,0.21197,5.0
3,Alt3,HMC,Hellinger,0.08386,0.10876,0.13897,0.11643,0.15434,0.23147,5.0
3,Alt3,bayesm,KL,0.81149,,inf,inf,,inf,5.0
3,Alt3,Replication,KL,inf,,inf,inf,,inf,5.0
3,Alt3,NUTS,KL,0.62557,,inf,inf,,inf,5.0
3,Alt3,HMC,KL,inf,,inf,inf,,inf,5.0
3,Alt3,bayesm,JSD,0.00825,0.01225,0.01929,0.01231,0.02511,0.03851,5.0
3,Alt3,Replication,JSD,0.0066,0.00822,0.01796,0.01058,0.02609,0.0383,5.0
3,Alt3,NUTS,JSD,0.00671,0.00963,0.0188,0.01218,0.02527,0.04022,5.0
3,Alt3,HMC,JSD,0.0065,0.01076,0.01991,0.01238,0.02199,0.04793,5.0
3,Alt3,bayesm,TVD,0.07107,0.0861,0.12381,0.10477,0.16949,0.1876,5.0
3,Alt3,Replication,TVD,0.07021,0.07443,0.1213,0.10197,0.16869,0.1912,5.0
3,Alt3,NUTS,TVD,0.06748,0.08222,0.12481,0.10637,0.17877,0.18922,5.0
3,Alt3,HMC,TVD,0.07318,0.0933,0.1301,0.11836,0.14456,0.22112,5.0
3,Alt3,bayesm,Wasserstein1,0.32503,0.34425,0.41696,0.43412,0.46469,0.51672,5.0
3,Alt3,Replication,Wasserstein1,0.24532,0.33728,0.39504,0.35104,0.50033,0.54121,5.0
3,Alt3,NUTS,Wasserstein1,0.25885,0.45814,0.4853,0.52536,0.55433,0.62984,5.0
3,Alt3,HMC,Wasserstein1,0.2591,0.47124,0.47049,0.47231,0.51948,0.63031,5.0
3,Price,bayesm,Hellinger,0.07371,0.08437,0.08813,0.08466,0.09601,0.10188,5.0
3,Price,Replication,Hellinger,0.07525,0.08435,0.08894,0.08995,0.09579,0.09934,5.0
3,Price,NUTS,Hellinger,0.06087,0.07818,0.11433,0.09313,0.10776,0.23172,5.0
3,Price,HMC,Hellinger,0.06717,0.06844,0.08371,0.08213,0.09696,0.10384,5.0
3,Price,bayesm,KL,inf,,inf,inf,,inf,5.0
3,Price,Replication,KL,inf,,inf,inf,,inf,5.0
3,Price,NUTS,KL,inf,,inf,inf,,inf,5.0
3,Price,HMC,KL,inf,,inf,inf,,inf,5.0
3,Price,bayesm,JSD,0.00502,0.00589,0.00707,0.00633,0.0088,0.00929,5.0
3,Price,Replication,JSD,0.00468,0.00633,0.00713,0.00696,0.00843,0.00927,5.0
3,Price,NUTS,JSD,0.0033,0.00512,0.01457,0.00782,0.01051,0.04612,5.0
3,Price,HMC,JSD,0.0037,0.00434,0.00644,0.00542,0.0086,0.01014,5.0
3,Price,bayesm,TVD,0.05216,0.06844,0.07888,0.06892,0.10108,0.10378,5.0
3,Price,Replication,TVD,0.04727,0.07045,0.07848,0.07103,0.10173,0.10191,5.0
3,Price,NUTS,TVD,0.05065,0.06283,0.09464,0.09041,0.09138,0.17795,5.0
3,Price,HMC,TVD,0.04126,0.05145,0.07398,0.0711,0.09137,0.11472,5.0
3,Price,bayesm,Wasserstein1,0.17175,0.22925,0.31778,0.28235,0.3366,0.56895,5.0
3,Price,Replication,Wasserstein1,0.1677,0.25797,0.32584,0.30231,0.33699,0.56425,5.0
3,Price,NUTS,Wasserstein1,0.19289,0.22565,0.38886,0.34584,0.40531,0.77459,5.0
3,Price,HMC,Wasserstein1,0.19675,0.20341,0.33879,0.25386,0.35412,0.6858,5.0
5,Alt1,bayesm,Hellinger,0.06838,0.0941,0.13759,0.10388,0.13891,0.2827,5.0
5,Alt1,Replication,Hellinger,0.06777,0.08184,0.14896,0.09328,0.13641,0.3655,5.0
5,Alt1,NUTS,Hellinger,0.10221,0.13364,0.19403,0.15852,0.18693,0.38887,5.0
5,Alt1,HMC,Hellinger,0.08794,0.17142,0.16676,0.17412,0.19947,0.20087,5.0
5,Alt1,bayesm,KL,inf,,inf,inf,,inf,5.0
5,Alt1,Replication,KL,0.02522,,inf,inf,,inf,5.0
5,Alt1,NUTS,KL,0.25272,,inf,inf,,inf,5.0
5,Alt1,HMC,KL,0.24789,0.41457,inf,0.59335,,inf,5.0
5,Alt1,bayesm,JSD,0.00441,0.00715,0.02041,0.00956,0.01758,0.06337,5.0
5,Alt1,Replication,JSD,0.00433,0.00572,0.02776,0.00763,0.01679,0.10431,5.0
5,Alt1,NUTS,JSD,0.00934,0.01438,0.0389,0.02204,0.03111,0.11763,5.0
5,Alt1,HMC,JSD,0.00654,0.0254,0.02528,0.02755,0.03059,0.03633,5.0
5,Alt1,bayesm,TVD,0.04581,0.0536,0.09746,0.08931,0.12435,0.17424,5.0
5,Alt1,Replication,TVD,0.04387,0.05346,0.10651,0.0848,0.12124,0.22919,5.0
5,Alt1,NUTS,TVD,0.06083,0.08905,0.13278,0.12737,0.15945,0.2272,5.0
5,Alt1,HMC,TVD,0.03084,0.13759,0.1345,0.14788,0.16457,0.1916,5.0
5,Alt1,bayesm,Wasserstein1,0.10582,0.2527,0.43147,0.38168,0.48359,0.93354,5.0
5,Alt1,Replication,Wasserstein1,0.10291,0.24051,0.52948,0.41112,0.47675,1.41611,5.0
5,Alt1,NUTS,Wasserstein1,0.2097,0.59501,1.84536,0.61517,1.36998,6.43695,5.0
5,Alt1,HMC,Wasserstein1,0.21457,0.61329,0.75705,0.71816,0.7507,1.48851,5.0
5,Alt2,bayesm,Hellinger,0.06686,0.07732,0.13841,0.08512,0.19839,0.26437,5.0
5,Alt2,Replication,Hellinger,0.06578,0.08478,0.13854,0.08676,0.18786,0.26751,5.0
5,Alt2,NUTS,Hellinger,0.08478,0.10087,0.15818,0.10393,0.20747,0.29383,5.0
5,Alt2,HMC,Hellinger,0.09375,0.10128,0.14894,0.10182,0.18881,0.25903,5.0
5,Alt2,bayesm,KL,inf,,inf,inf,,inf,5.0
5,Alt2,Replication,KL,0.01765,,inf,inf,,inf,5.0
5,Alt2,NUTS,KL,0.36874,,inf,inf,,inf,5.0
5,Alt2,HMC,KL,0.60935,,inf,inf,,inf,5.0
5,Alt2,bayesm,JSD,0.00445,0.00564,0.02149,0.00696,0.03444,0.05596,5.0
5,Alt2,Replication,JSD,0.00431,0.00654,0.02102,0.0071,0.03089,0.05626,5.0
5,Alt2,NUTS,JSD,0.00684,0.00979,0.02654,0.00999,0.03731,0.06878,5.0
5,Alt2,HMC,JSD,0.00818,0.00938,0.02317,0.01007,0.02946,0.05874,5.0
5,Alt2,bayesm,TVD,0.07353,0.08026,0.11834,0.08383,0.14886,0.20522,5.0
5,Alt2,Replication,TVD,0.07693,0.07906,0.11566,0.08111,0.13881,0.20239,5.0
5,Alt2,NUTS,TVD,0.0827,0.08399,0.13147,0.09869,0.16587,0.22608,5.0
5,Alt2,HMC,TVD,0.08641,0.09038,0.12695,0.0981,0.13706,0.22282,5.0
5,Alt2,bayesm,Wasserstein1,0.23172,0.25533,0.54776,0.33035,0.45929,1.46211,5.0
5,Alt2,Replication,Wasserstein1,0.22957,0.25778,0.53329,0.39001,0.4328,1.3563,5.0
5,Alt2,NUTS,Wasserstein1,0.27118,0.38166,0.80876,0.48771,0.50129,2.40197,5.0
5,Alt2,HMC,Wasserstein1,0.28613,0.29887,0.5268,0.35889,0.53289,1.15722,5.0
5,Alt3,bayesm,Hellinger,0.06908,0.0893,0.11961,0.1222,0.14006,0.17739,5.0
5,Alt3,Replication,Hellinger,0.058,0.08573,0.12066,0.11432,0.15316,0.19208,5.0
5,Alt3,NUTS,Hellinger,0.08978,0.11054,0.1563,0.14943,0.18557,0.24617,5.0
5,Alt3,HMC,Hellinger,0.11066,0.11267,0.15854,0.17617,0.18786,0.20533,5.0
5,Alt3,bayesm,KL,inf,,inf,inf,,inf,5.0
5,Alt3,Replication,KL,0.01751,,inf,inf,,inf,5.0
5,Alt3,NUTS,KL,0.21549,,inf,inf,,inf,5.0
5,Alt3,HMC,KL,inf,,inf,inf,,inf,5.0
5,Alt3,bayesm,JSD,0.00451,0.00742,0.01435,0.01355,0.0181,0.02817,5.0
5,Alt3,Replication,JSD,0.00321,0.00686,0.01525,0.01203,0.02138,0.03276,5.0
5,Alt3,NUTS,JSD,0.00744,0.01094,0.02372,0.01898,0.03117,0.05006,5.0
5,Alt3,HMC,JSD,0.01137,0.01154,0.02299,0.02379,0.03181,0.03643,5.0
5,Alt3,bayesm,TVD,0.05261,0.06362,0.09928,0.10398,0.11736,0.15884,5.0
5,Alt3,Replication,TVD,0.04503,0.06282,0.10223,0.0971,0.1331,0.17312,5.0
5,Alt3,NUTS,TVD,0.06168,0.06194,0.11935,0.11199,0.16327,0.19787,5.0
