param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.07134,0.09636,0.11504,0.11136,0.11549,0.18067,5.0
Alt1,Replication,Hellinger,0.07018,0.09704,0.11495,0.10675,0.11836,0.18241,5.0
Alt1,NUTS,Hellinger,0.03568,0.03785,0.06891,0.04001,0.08553,0.13105,3.0
Alt1,HMC,Hellinger,0.05143,0.07615,0.12318,0.10136,0.10895,0.27802,5.0
Alt1,bayesm,KL,inf,,inf,inf,,inf,5.0
Alt1,Replication,KL,inf,,inf,inf,,inf,5.0
Alt1,NUTS,KL,0.26938,0.43431,inf,0.59924,,inf,3.0
Alt1,HMC,KL,0.57961,1.28113,inf,1.42506,,inf,5.0
Alt1,bayesm,JSD,0.00406,0.00693,0.01251,0.01067,0.01161,0.02926,5.0
Alt1,Replication,JSD,0.00395,0.00704,0.01254,0.00995,0.01202,0.02974,5.0
Alt1,NUTS,JSD,0.0009,0.00114,0.005,0.00137,0.00705,0.01273,3.0
Alt1,HMC,JSD,0.00191,0.00428,0.01835,0.0089,0.00913,0.06753,5.0
Alt1,bayesm,TVD,0.03864,0.05295,0.08082,0.07158,0.09561,0.14533,5.0
Alt1,Replication,TVD,0.04057,0.05159,0.08208,0.07211,0.09609,0.15002,5.0
Alt1,NUTS,TVD,0.0026,0.01745,0.02649,0.03231,0.03843,0.04456,3.0
Alt1,HMC,TVD,0.00955,0.03258,0.08297,0.06751,0.06949,0.23574,5.0
Alt1,bayesm,Wasserstein1,0.17542,0.28577,0.39341,0.35901,0.52199,0.62485,5.0
Alt1,Replication,Wasserstein1,0.16755,0.27657,0.36521,0.36067,0.36715,0.6541,5.0
Alt1,NUTS,Wasserstein1,0.08293,0.1338,0.25162,0.18466,0.33596,0.48726,3.0
Alt1,HMC,Wasserstein1,0.20293,0.4754,0.88833,0.48128,1.09565,2.18639,5.0
Alt2,bayesm,Hellinger,0.07804,0.08985,0.08856,0.09004,0.09104,0.09385,5.0
Alt2,Replication,Hellinger,0.07548,0.08917,0.08882,0.08994,0.09429,0.0952,5.0
Alt2,NUTS,Hellinger,0.04734,0.04758,0.05183,0.04782,0.05408,0.06034,3.0
Alt2,HMC,Hellinger,0.06791,0.07477,0.08259,0.08239,0.09278,0.09512,5.0
Alt2,bayesm,KL,inf,,inf,inf,,inf,5.0
