param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.08625,0.09456,0.11481,0.11017,0.1294,0.15365,5.0
Alt1,Replication,Hellinger,0.08184,0.088,0.10902,0.09565,0.12424,0.15535,5.0
Alt1,NUTS,Hellinger,0.10287,0.10804,0.14751,0.13893,0.15483,0.23289,5.0
Alt1,HMC,Hellinger,0.07474,0.09258,0.12211,0.1341,0.14881,0.16033,5.0
Alt1,bayesm,KL,inf,,inf,inf,,inf,5.0
Alt1,Replication,KL,inf,,inf,inf,,inf,5.0
Alt1,NUTS,KL,0.89912,0.91952,1.37325,0.9346,2.04928,2.06373,5.0
Alt1,HMC,KL,0.44255,0.70946,inf,0.85664,,inf,5.0
Alt1,bayesm,JSD,0.00595,0.0068,0.01162,0.01028,0.01403,0.02104,5.0
Alt1,Replication,JSD,0.00555,0.0061,0.01083,0.00779,0.01316,0.02153,5.0
Alt1,NUTS,JSD,0.00756,0.00981,0.02073,0.01706,0.02118,0.04804,5.0
Alt1,HMC,JSD,0.00437,0.00788,0.01397,0.01594,0.01836,0.02331,5.0
Alt1,bayesm,TVD,0.04108,0.05787,0.07933,0.07758,0.07965,0.14046,5.0
Alt1,Replication,TVD,0.04958,0.05173,0.07984,0.07389,0.0842,0.13979,5.0
Alt1,NUTS,TVD,0.02185,0.10663,0.11893,0.10983,0.16551,0.19083,5.0
Alt1,HMC,TVD,0.04467,0.08195,0.10783,0.11942,0.12266,0.17046,5.0
Alt1,bayesm,Wasserstein1,0.24626,0.31561,0.4154,0.4507,0.49011,0.57434,5.0
Alt1,Replication,Wasserstein1,0.24193,0.30152,0.39675,0.40735,0.4334,0.59954,5.0
Alt1,NUTS,Wasserstein1,0.71327,0.94076,1.03164,0.99161,1.17248,1.34006,5.0
Alt1,HMC,Wasserstein1,0.34937,0.59708,0.87879,0.78682,1.20499,1.45569,5.0
Alt2,bayesm,Hellinger,0.07283,0.09142,0.09479,0.0927,0.10381,0.11319,5.0
Alt2,Replication,Hellinger,0.07074,0.07228,0.08814,0.09038,0.10364,0.10365,5.0
Alt2,NUTS,Hellinger,0.07042,0.07332,0.08903,0.07358,0.10964,0.11819,5.0
Alt2,HMC,Hellinger,0.06271,0.07126,0.08543,0.08165,0.08564,0.12591,5.0
Alt2,bayesm,KL,inf,,inf,inf,,inf,5.0
Alt2,Replication,KL,inf,,inf,inf,,inf,5.0
Alt2,NUTS,KL,0.40484,1.03716,inf,1.21144,,inf,5.0
Alt2,HMC,KL,1.13088,,inf,inf,,inf,5.0
Alt2,bayesm,JSD,0.0048,0.00664,0.00767,0.00692,0.00923,0.01076,5.0
Alt2,Replication,JSD,0.00431,0.00454,0.00681,0.00662,0.00914,0.00943,5.0
Alt2,NUTS,JSD,0.00426,0.0046,0.00721,0.00475,0.01037,0.01208,5.0
Alt2,HMC,JSD,0.0031,0.00436,0.00668,0.00613,0.00613,0.0137,5.0
Alt2,bayesm,TVD,0.0502,0.06121,0.06912,0.06547,0.0787,0.09003,5.0
Alt2,Replication,TVD,0.04523,0.05666,0.06708,0.06647,0.07632,0.09074,5.0
Alt2,NUTS,TVD,0.03936,0.04408,0.06939,0.07184,0.09536,0.09632,5.0
Alt2,HMC,TVD,0.02487,0.05591,0.05742,0.05907,0.06293,0.08432,5.0
Alt2,bayesm,Wasserstein1,0.21687,0.22489,0.32488,0.32125,0.42513,0.43628,5.0
Alt2,Replication,Wasserstein1,0.17496,0.22478,0.29115,0.28321,0.32139,0.45142,5.0
Alt2,NUTS,Wasserstein1,0.28223,0.34061,0.44577,0.42877,0.54224,0.63502,5.0
Alt2,HMC,Wasserstein1,0.29511,0.30274,0.36352,0.37254,0.37936,0.46784,5.0
Alt3,bayesm,Hellinger,0.10002,0.11692,0.14269,0.12045,0.16687,0.20919,5.0
Alt3,Replication,Hellinger,0.08673,0.09365,0.13305,0.10647,0.16996,0.20842,5.0
Alt3,NUTS,Hellinger,0.08641,0.10348,0.13671,0.1159,0.16577,0.21197,5.0
Alt3,HMC,Hellinger,0.08386,0.10876,0.13897,0.11643,0.15434,0.23147,5.0
Alt3,bayesm,KL,0.81149,,inf,inf,,inf,5.0
Alt3,Replication,KL,inf,,inf,inf,,inf,5.0
Alt3,NUTS,KL,0.62557,,inf,inf,,inf,5.0
Alt3,HMC,KL,inf,,inf,inf,,inf,5.0
Alt3,bayesm,JSD,0.00825,0.01225,0.01929,0.01231,0.02511,0.03851,5.0
Alt3,Replication,JSD,0.0066,0.00822,0.01796,0.01058,0.02609,0.0383,5.0
Alt3,NUTS,JSD,0.00671,0.00963,0.0188,0.01218,0.02527,0.04022,5.0
Alt3,HMC,JSD,0.0065,0.01076,0.01991,0.01238,0.02199,0.04793,5.0
Alt3,bayesm,TVD,0.07107,0.0861,0.12381,0.10477,0.16949,0.1876,5.0
Alt3,Replication,TVD,0.07021,0.07443,0.1213,0.10197,0.16869,0.1912,5.0
Alt3,NUTS,TVD,0.06748,0.08222,0.12481,0.10637,0.17877,0.18922,5.0
Alt3,HMC,TVD,0.07318,0.0933,0.1301,0.11836,0.14456,0.22112,5.0
Alt3,bayesm,Wasserstein1,0.32503,0.34425,0.41696,0.43412,0.46469,0.51672,5.0
Alt3,Replication,Wasserstein1,0.24532,0.33728,0.39504,0.35104,0.50033,0.54121,5.0
Alt3,NUTS,Wasserstein1,0.25885,0.45814,0.4853,0.52536,0.55433,0.62984,5.0
Alt3,HMC,Wasserstein1,0.2591,0.47124,0.47049,0.47231,0.51948,0.63031,5.0
Price,bayesm,Hellinger,0.07371,0.08437,0.08813,0.08466,0.09601,0.10188,5.0
Price,Replication,Hellinger,0.07525,0.08435,0.08894,0.08995,0.09579,0.09934,5.0
Price,NUTS,Hellinger,0.06087,0.07818,0.11433,0.09313,0.10776,0.23172,5.0
Price,HMC,Hellinger,0.06717,0.06844,0.08371,0.08213,0.09696,0.10384,5.0
Price,bayesm,KL,inf,,inf,inf,,inf,5.0
Price,Replication,KL,inf,,inf,inf,,inf,5.0
Price,NUTS,KL,inf,,inf,inf,,inf,5.0
Price,HMC,KL,inf,,inf,inf,,inf,5.0
Price,bayesm,JSD,0.00502,0.00589,0.00707,0.00633,0.0088,0.00929,5.0
Price,Replication,JSD,0.00468,0.00633,0.00713,0.00696,0.00843,0.00927,5.0
Price,NUTS,JSD,0.0033,0.00512,0.01457,0.00782,0.01051,0.04612,5.0
Price,HMC,JSD,0.0037,0.00434,0.00644,0.00542,0.0086,0.01014,5.0
Price,bayesm,TVD,0.05216,0.06844,0.07888,0.06892,0.10108,0.10378,5.0
Price,Replication,TVD,0.04727,0.07045,0.07848,0.07103,0.10173,0.10191,5.0
Price,NUTS,TVD,0.05065,0.06283,0.09464,0.09041,0.09138,0.17795,5.0
Price,HMC,TVD,0.04126,0.05145,0.07398,0.0711,0.09137,0.11472,5.0
Price,bayesm,Wasserstein1,0.17175,0.22925,0.31778,0.28235,0.3366,0.56895,5.0
Price,Replication,Wasserstein1,0.1677,0.25797,0.32584,0.30231,0.33699,0.56425,5.0
Price,NUTS,Wasserstein1,0.19289,0.22565,0.38886,0.34584,0.40531,0.77459,5.0
Price,HMC,Wasserstein1,0.19675,0.20341,0.33879,0.25386,0.35412,0.6858,5.0
