param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.07728,0.08497,0.11948,0.08538,0.10532,0.24445,5.0
Alt1,Replication,Hellinger,0.07814,0.07948,0.12064,0.08521,0.11036,0.25001,5.0
Alt1,NUTS,Hellinger,0.05178,0.06541,0.10954,0.0811,0.12523,0.22419,4.0
Alt1,HMC,Hellinger,0.08275,0.08666,0.12156,0.09174,0.1217,0.22496,5.0
Alt1,bayesm,KL,1.17275,,inf,inf,,inf,5.0
Alt1,Replication,KL,inf,,inf,inf,,inf,5.0
Alt1,NUTS,KL,0.68094,0.95549,inf,1.55609,inf,inf,4.0
Alt1,HMC,KL,3.32969,,inf,inf,,inf,5.0
Alt1,bayesm,JSD,0.00438,0.00533,0.0158,0.00534,0.00857,0.05536,5.0
Alt1,Replication,JSD,0.00443,0.00471,0.01634,0.00532,0.00933,0.05792,5.0
Alt1,NUTS,JSD,0.00189,0.00316,0.0126,0.0049,0.01435,0.03873,4.0
Alt1,HMC,JSD,0.00504,0.00551,0.01355,0.00622,0.01063,0.04037,5.0
Alt1,bayesm,TVD,0.02218,0.02993,0.07296,0.03498,0.04977,0.22796,5.0
Alt1,Replication,TVD,0.02071,0.02744,0.08324,0.03642,0.05159,0.28002,5.0
Alt1,NUTS,TVD,0.00561,0.00996,0.04374,0.02926,0.06305,0.11084,4.0
Alt1,HMC,TVD,0.02263,0.03905,0.05277,0.04123,0.04187,0.11908,5.0
Alt1,bayesm,Wasserstein1,0.15985,0.18062,0.32145,0.27469,0.31558,0.67651,5.0
Alt1,Replication,Wasserstein1,0.18245,0.18988,0.33106,0.26543,0.32993,0.68759,5.0
Alt1,NUTS,Wasserstein1,0.1825,0.2782,0.48583,0.45306,0.66069,0.85469,4.0
Alt1,HMC,Wasserstein1,0.46443,0.47878,0.67225,0.48674,0.75053,1.18075,5.0
Alt2,bayesm,Hellinger,0.08381,0.08517,0.09184,0.08743,0.09619,0.10662,5.0
Alt2,Replication,Hellinger,0.08224,0.08543,0.09128,0.08717,0.09744,0.10414,5.0
Alt2,NUTS,Hellinger,0.08953,0.09199,0.09698,0.09402,0.09901,0.11038,4.0
Alt2,HMC,Hellinger,0.08717,0.09212,0.09839,0.09536,0.10848,0.1088,5.0
Alt2,bayesm,KL,inf,,inf,inf,,inf,5.0
Alt2,Replication,KL,inf,,inf,inf,,inf,5.0
Alt2,NUTS,KL,1.84671,,inf,inf,,inf,4.0
Alt2,HMC,KL,1.55921,,inf,inf,,inf,5.0
Alt2,bayesm,JSD,0.00529,0.00569,0.00686,0.00614,0.00783,0.00933,5.0
Alt2,Replication,JSD,0.00532,0.00554,0.0067,0.00609,0.00793,0.0086,5.0
Alt2,NUTS,JSD,0.00593,0.00701,0.00778,0.00741,0.00818,0.01039,4.0
Alt2,HMC,JSD,0.00558,0.00694,0.00795,0.00738,0.00979,0.01004,5.0
Alt2,bayesm,TVD,0.03005,0.05101,0.05384,0.05471,0.06514,0.06831,5.0
Alt2,Replication,TVD,0.03183,0.05019,0.05187,0.05076,0.05585,0.0707,5.0
Alt2,NUTS,TVD,0.03969,0.03989,0.05953,0.04832,0.06797,0.10179,4.0
Alt2,HMC,TVD,0.03486,0.05924,0.06042,0.06099,0.07017,0.07684,5.0
Alt2,bayesm,Wasserstein1,0.1932,0.23967,0.26251,0.26281,0.29818,0.31868,5.0
Alt2,Replication,Wasserstein1,0.19317,0.24401,0.27364,0.25449,0.33372,0.34281,5.0
Alt2,NUTS,Wasserstein1,0.36383,0.3813,0.47987,0.42897,0.52755,0.69772,4.0
Alt2,HMC,Wasserstein1,0.3273,0.45359,0.46923,0.47633,0.50004,0.58887,5.0
Alt3,bayesm,Hellinger,0.07933,0.08307,0.09523,0.09599,0.10683,0.11092,5.0
Alt3,Replication,Hellinger,0.07354,0.07758,0.09181,0.09751,0.10272,0.10771,5.0
Alt3,NUTS,Hellinger,0.06414,0.07733,0.08993,0.0906,0.10319,0.11439,4.0
Alt3,HMC,Hellinger,0.07712,0.07814,0.09545,0.09333,0.09703,0.13165,5.0
Alt3,bayesm,KL,0.99003,,inf,inf,,inf,5.0
Alt3,Replication,KL,inf,,inf,inf,,inf,5.0
Alt3,NUTS,KL,1.29182,1.64212,inf,inf,,inf,4.0
Alt3,HMC,KL,inf,,inf,inf,,inf,5.0
Alt3,bayesm,JSD,0.00464,0.00506,0.00756,0.00778,0.00998,0.01036,5.0
Alt3,Replication,JSD,0.00397,0.00447,0.00706,0.008,0.00929,0.00959,5.0
Alt3,NUTS,JSD,0.00309,0.00436,0.00669,0.00642,0.00875,0.01084,4.0
Alt3,HMC,JSD,0.00437,0.00443,0.00783,0.0072,0.00805,0.01509,5.0
Alt3,bayesm,TVD,0.02136,0.02986,0.05809,0.07053,0.07802,0.0907,5.0
Alt3,Replication,TVD,0.02005,0.03318,0.05441,0.06502,0.06987,0.08392,5.0
Alt3,NUTS,TVD,0.01871,0.02425,0.04068,0.03439,0.05082,0.07523,4.0
Alt3,HMC,TVD,0.02543,0.02617,0.06019,0.07221,0.08115,0.09597,5.0
Alt3,bayesm,Wasserstein1,0.16368,0.19922,0.24562,0.25679,0.28484,0.32357,5.0
Alt3,Replication,Wasserstein1,0.16346,0.1911,0.24184,0.27107,0.27634,0.30723,5.0
Alt3,NUTS,Wasserstein1,0.21442,0.24943,0.30809,0.30264,0.36129,0.41266,4.0
Alt3,HMC,Wasserstein1,0.25667,0.32432,0.34337,0.34813,0.35296,0.43479,5.0
Price,bayesm,Hellinger,0.07557,0.08436,0.08835,0.08701,0.08704,0.10775,5.0
Price,Replication,Hellinger,0.07708,0.08369,0.08562,0.08389,0.08536,0.09809,5.0
Price,NUTS,Hellinger,0.05903,0.0793,0.08401,0.08686,0.09156,0.10329,4.0
Price,HMC,Hellinger,0.07413,0.07859,0.08576,0.08401,0.08752,0.10453,5.0
Price,bayesm,KL,inf,,inf,inf,,inf,5.0
Price,Replication,KL,inf,,inf,inf,,inf,5.0
Price,NUTS,KL,inf,,inf,inf,,inf,4.0
Price,HMC,KL,inf,,inf,inf,,inf,5.0
Price,bayesm,JSD,0.00425,0.00549,0.00603,0.00555,0.00574,0.0091,5.0
Price,Replication,JSD,0.00442,0.00527,0.00562,0.00537,0.00548,0.00758,5.0
Price,NUTS,JSD,0.00263,0.00463,0.0056,0.00567,0.00664,0.00842,4.0
Price,HMC,JSD,0.00405,0.00452,0.00561,0.00504,0.00601,0.00844,5.0
Price,bayesm,TVD,0.03157,0.03178,0.04333,0.04341,0.04354,0.06633,5.0
Price,Replication,TVD,0.02973,0.03284,0.04288,0.04527,0.04607,0.06051,5.0
Price,NUTS,TVD,0.02702,0.02856,0.04306,0.03835,0.05285,0.06851,4.0
Price,HMC,TVD,0.02419,0.03063,0.03985,0.03201,0.0497,0.06272,5.0
Price,bayesm,Wasserstein1,0.16323,0.22389,0.24663,0.2713,0.27848,0.29626,5.0
Price,Replication,Wasserstein1,0.1587,0.22276,0.24958,0.25786,0.29279,0.31577,5.0
Price,NUTS,Wasserstein1,0.1992,0.26386,0.30466,0.31244,0.35323,0.39457,4.0
Price,HMC,Wasserstein1,0.24408,0.2778,0.28501,0.27867,0.28339,0.34113,5.0
